"foreignworker";"status";"credithistory";"purpose";"savings";"employmentsince";"otherdebtors";"property";"otherinstallments";"housing";"job";"phone";"duration";"creditamount";"installmentrate";"residencesince";"age";"numberofexsistingcredits";"numberofliablepeople";"gender";"creditworthy";"creditamout_per_month"
"yes";"< 200 Euro";"critical account/";"car (new)";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"none";30;4249;4;2;28;2;1;"male";"Not Worthy";141.63333333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";24;1938;4;3;32;1;1;"male";"Not Worthy";80.75
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";".. >= 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";18;2659;4;2;28;1;1;"male";"Worthy";147.72222222222223
"yes";"no checking account";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";18;1028;4;3;36;2;1;"female";"Worthy";57.111111111111114
"no";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"own";"unskilled - resident";"none";8;3398;1;4;39;2;1;"male";"Worthy";424.75
"yes";"no checking account";"critical account/";"furniture/equipment";"unknown/ no savings account";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";12;5801;2;4;49;1;1;"male";"Worthy";483.4166666666667
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";".. >= 1000 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;1525;4;3;34;1;2;"female";"Worthy";63.541666666666664
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";36;4473;4;2;31;1;1;"male";"Worthy";124.25
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";6;1068;4;4;28;1;2;"male";"Worthy";178.0
"yes";"< 0 Euro";"critical account/";"car (used)";"... < 100 Euro";"unemployed";"none";"unknown / no property";"none";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;6615;2;4;75;2;1;"male";"Worthy";275.625
"yes";"no checking account";"critical account/";"education";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";18;1864;4;2;30;2;1;"female";"Not Worthy";103.55555555555556
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"100 <= ... < 500 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"none";60;7408;4;2;24;1;1;"female";"Not Worthy";123.46666666666667
"yes";"no checking account";"critical account/";"car (used)";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"car or other";"bank";"rent";"unskilled - resident";"none";48;11590;2;4;24;2;1;"female";"Not Worthy";241.45833333333334
"yes";"< 0 Euro";"No credits taken";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"bank";"rent";"skilled employee / official";"none";24;4110;3;4;23;2;2;"male";"Not Worthy";171.25
"yes";"< 0 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";6;3384;1;4;44;1;1;"male";"Not Worthy";564.0
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"guarantor";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";13;2101;2;4;23;1;1;"female";"Worthy";161.6153846153846
"yes";"< 0 Euro";"existing credits paid back duly till now";"domestic appliances";"unknown/ no savings account";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";15;1275;4;2;24;1;1;"female";"Not Worthy";85.0
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";24;4169;4;4;28;1;1;"male";"Worthy";173.70833333333334
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"unskilled - resident";"none";10;1521;4;2;31;1;1;"male";"Worthy";152.1
"yes";"< 200 Euro";"critical account/";"education";"... < 100 Euro";"... < 1 year";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";24;5743;2;4;24;2;1;"female";"Worthy";239.29166666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"rent";"unskilled - resident";"none";21;3599;1;4;26;1;1;"female";"Worthy";171.38095238095238
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"500 <= ... < 1000 Euro";"... < 1 year";"none";"real estate";"none";"rent";"skilled employee / official";"none";18;3213;1;3;25;1;1;"male";"Worthy";178.5
"yes";"< 200 Euro";"existing credits paid back duly till now";"business";"... < 100 Euro";".. >= 7 years";"co-applicant";"real estate";"bank";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";18;4439;1;1;33;1;1;"male";"Worthy";246.61111111111111
"yes";">= 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"guarantor";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";10;3949;1;1;37;1;2;"male";"Worthy";394.9
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"unskilled - resident";"none";15;1459;4;2;43;1;1;"female";"Worthy";97.26666666666667
"yes";"< 200 Euro";"critical account/";"radio/television";"... < 100 Euro";"... < 1 year";"guarantor";"real estate";"none";"own";"skilled employee / official";"none";13;882;4;4;23;2;1;"male";"Worthy";67.84615384615384
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"500 <= ... < 1000 Euro";"unemployed";"none";"unknown / no property";"none";"rent";"unemployed/ unskilled - non-resident";"none";24;3758;1;4;23;1;1;"female";"Worthy";156.58333333333334
"yes";"no checking account";"delay in paying off in the past";"business";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";6;1743;1;2;34;2;1;"male";"Worthy";290.5
"yes";"< 200 Euro";"critical account/";"education";".. >= 1000 Euro";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";9;1136;4;3;32;2;2;"male";"Not Worthy";126.22222222222223
"yes";"no checking account";"existing credits paid back duly till now";"domestic appliances";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"rent";"skilled employee / official";"yes, registered under the customers name";9;1236;1;4;23;1;1;"female";"Worthy";137.33333333333334
"no";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";9;959;1;2;29;1;1;"female";"Not Worthy";106.55555555555556
"yes";"no checking account";"critical account/";"car (used)";"unknown/ no savings account";"unemployed";"none";"unknown / no property";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";18;3229;2;4;38;1;1;"male";"Worthy";179.38888888888889
"yes";"< 0 Euro";"No credits taken";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";12;6199;4;2;28;2;1;"male";"Not Worthy";516.5833333333334
"yes";"no checking account";"existing credits paid back duly till now";"education";"500 <= ... < 1000 Euro";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";10;727;4;4;46;1;1;"male";"Worthy";72.7
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"none";"real estate";"stores";"own";"unskilled - resident";"none";24;1246;4;2;23;1;1;"male";"Not Worthy";51.916666666666664
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";".. >= 7 years";"co-applicant";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;2331;1;4;49;1;1;"male";"Worthy";194.25
"yes";"no checking account";"delay in paying off in the past";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;4463;4;2;26;2;1;"male";"Not Worthy";123.97222222222223
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";12;776;4;2;28;1;1;"male";"Worthy";64.66666666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"rent";"skilled employee / official";"none";30;2406;4;4;23;1;1;"female";"Not Worthy";80.2
"yes";"< 200 Euro";"existing credits paid back duly till now";"education";"unknown/ no savings account";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";18;1239;4;4;61;1;1;"male";"Worthy";68.83333333333333
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"none";12;3399;2;3;37;1;1;"male";"Worthy";283.25
"yes";">= 200 Euro";"delay in paying off in the past";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"stores";"own";"skilled employee / official";"yes, registered under the customers name";12;2247;2;2;36;2;1;"female";"Worthy";187.25
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";6;1766;1;2;21;1;1;"male";"Worthy";294.3333333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"unemployed/ unskilled - non-resident";"none";18;2473;4;1;25;1;1;"male";"Not Worthy";137.38888888888889
"yes";"no checking account";"existing credits paid back duly till now";"business";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;1542;2;4;36;1;1;"male";"Worthy";128.5
"yes";"no checking account";"critical account/";"car (used)";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";18;3850;3;1;27;2;1;"male";"Worthy";213.88888888888889
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"rent";"skilled employee / official";"none";18;3650;1;4;22;1;1;"female";"Worthy";202.77777777777777
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";36;3446;4;2;42;1;2;"male";"Not Worthy";95.72222222222223
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"rent";"skilled employee / official";"none";18;3001;2;4;40;1;1;"female";"Worthy";166.72222222222223
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";36;3079;4;4;36;1;1;"male";"Worthy";85.52777777777777
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";18;6070;3;4;33;2;1;"male";"Worthy";337.22222222222223
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"rent";"skilled employee / official";"none";10;2146;1;3;23;2;1;"female";"Worthy";214.6
"yes";"no checking account";"critical account/";"car (new)";"unknown/ no savings account";".. >= 7 years";"none";"unknown / no property";"bank";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";60;13756;2;4;63;1;1;"male";"Worthy";229.26666666666668
"yes";"< 200 Euro";"all credits at this bank paid back duly";"others";"100 <= ... < 500 Euro";".. >= 7 years";"none";"unknown / no property";"bank";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";60;14782;3;4;60;2;1;"female";"Not Worthy";246.36666666666667
